SCHOOL_DISTRICT_CODE,SCHOOL_DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SCHOOL_CITY,SCHOOL_POSTAL_CODE
3260,The Board of Trustees of Fort McMurray Public School Division,1843,Beacon Hill School,Fort McMurray,T9H2R1
2518,FBA Education Services LTD,2521,Fueling Brains Academy McKnight,Calgary,T2W4X8
2518,FBA Education Services LTD,2522,Fueling Brains Academy New Brighton,Calgary,T2W4X8
0094,Nunavut - Department of Education,0053,Sakku School,Coral Harbour,X0C0C0
0091,South Slave Divisional Education Council,0364,Lutsel K'e Dene School,Lutsel K'e,X0E1A0
0195,The Prairie Rose School Division,0393,Silver Sage Colony School,Dunmore,T1B0K3
8040,The Greater North Central Francophone Education Region,0438,�cole Saint-Christophe,Wainwright,T9W2R2
0019,The Red Deer Catholic Separate School Division,0489,Mother Teresa,Sylvan Lake,T4S1Z4
0094,Nunavut - Department of Education,0557,Rachel Arngnammaktiq School,Baker Lake,X0C0A0
0091,South Slave Divisional Education Council,0570,Harry Camsell School,Hay River,X0E0R8
3030,The Calgary School Division,1053,Colonel Sanders School,Calgary,T2K3G2
0149,Canadian Polish Language and Culture Parent Association,1096,Polish Sienkiewicz School,Edmonton,T5T6A1
4501,The Medicine Hat Roman Catholic Separate School Division,1229,Notre Dame Academy,Medicine Hat,T1B4L4
9827,Providence Child Development Society,1251,Providence Child Development Society,Calgary,T2V0Z4
0048,The Evergreen Catholic Separate School Division,1268,Holy Spirit Catholic School,Devon,T9G2H6
0284,The Southern Francophone Education Region,1269,�cole des Hautes-Plaines,Airdrie,T4A0H3
0188,St. Mary's University College,1287,St. Mary's University College (ASN),,
0177,The Peace Wapiti School Division,1313,Spirit River Elementary School,Spirit River,T0H3G0
2285,The Battle River School Division,1319,Ohaton Country School,Camrose,T4V1X2
4010,The Calgary Roman Catholic Separate School Division,1340,St. Jerome Elementary School,Calgary,T3K5S3
0215,Montessori Projects of Alberta Ltd.,1415,Oaks & Acorns Montessori ECS/Kindergarten - Midnapore,Calgary,T2X3S3
2195,The Elk Island School Division,3401,Andrew School,Andrew,T0B0C0
2305,The Parkland School Division,2210,Westview School,Stony Plain,T7Z2M6
0110,The Edmonton Catholic Separate School Division,0036,Ascension Collegiate,Edmonton,T5H3C1
9001,Northwest Territories - Department of Education, Culture and Employment,0051,Arctic College (Iqaluit),Iqaluit,X0A0H0
0087,Beaufort Delta Divisional Education Council,0077,Moose Kerr School,Aklavik,X0E0A0
0092,Yellowknife District No. 1 Education Authority,0081,Ecole Sir John Franklin High School,Yellowknife,X1A2N8
9831,Students' Union of the University of Alberta and Community Day Care Centre Society,0140,Student's Union & Community Day Care Centre,Edmonton,T6G2C5
9842,Community Options-A Society for Children and Families,0151,Community Preschool Education,Edmonton,T5B1R1
9639,Carstairs ECS,0185,Hugh Sutherland ECS,,
9874,Nosehill Communities ECS Assoc,0210,Nosehill Community ECS,,
9934,Marlborough Day Nursery ECS Limited,0236,Tiny Treasures Kerrywood,Calgary,T2A3V8
9911,Child's Way E.C.S. Association,0247,Koala Bear Care Centre,Calgary,T2P0G7
9672,Renfrew Educational Services Society,0250,Renfrew Thomas W. Buchanan Centre,Calgary,T2E6S5
9925,Montessori School of Calgary,0254,Montessori School of Calgary,Calgary,T2S2G4
9931,Woodbine DayCare ECS Association,0261,Woodbine Day Care Early Childhood,Calgary,T2W3V9
9098,Grant MacEwan (ASN),0275,Millwoods Campus,Edmonton,T5J2P2
9672,Renfrew Educational Services Society,0281,Renfrew Educational Services - Park Place Centre,Calgary,T2E6S5
1070,The Peace River School Division,0339,Red Earth Creek School,Red Earth Creek,T0G1X0
9239,Portage College,0380,Portage College - St. Paul Campus,St. Paul,T0A3A0
0053,The Chinook's Edge School Division,0385,Rainbow Colony School,Innisfail,T4G1W4
0070,Yukon Public Schools,0467,Porter Creek Secondary School,Whitehorse,Y1A2C6
0070,Yukon Public Schools,0469,Selkirk Elementary School,Whitehorse,Y1A2C6
9550,Norwood Child & Family Resource Centre,0479,Norwood Child & Family Resource Centre (Clareview),Edmonton,T5G0K7
9005,Southern Alberta Institute of Technology,0514,The Southern Alberta Institute of Technology (ASN),Edmonton,T5K0L2
3030,The Calgary School Division,0536,Crossing Park School,Calgary,T3J4W8
0056,The Westwind School Division,0576,Westwind Alternate School,Cardston,T0K0K0
9679,Dapp Jarvie ECS Assoc,0627,Jarvie School Portable ECS,,
9526,Clear Vista ECS,0662,Clear Vista School Portable,Wetaskiwin,T9A1W9
9542,Local Advisory Committee For Bluebird Kindergarten,0680,Bluebird Kindergarten Portable ECS,Paradise Valley,T0B3R0
9569,Warburg Kindergarten,0708,Warburg Kindergarten School Portable,,
0113,Calgary Creative Kindergarten Association,0993,Calgary Creative Kindergarten Association,Calgary,T2Z2T2
0094,Nunavut - Department of Education,1031,Private Study - Nunavut,Edmonton,T5J5E6
0146,Meadow Lake School Division No 66,1083,Green Acre School,Rapid View,S0M2M0
0146,Meadow Lake School Division No 66,1087,Carpenter High School,Meadow Lake,S9X1Y3
4010,The Calgary Roman Catholic Separate School Division,1118,St. Clare,Calgary,T3K5Z4
0177,The Peace Wapiti School Division,1203,Ridgevalley School,Crooked Creek,T0H0Y0
0094,Nunavut - Department of Education,0361,Inuglak School,Whale Cove,X0C0J0
2255,The Palliser School Division,1423,Barons School,Barons,T0L0G0
0235,Asasa Learning,1476,Little Angels,Calgary,T2K3J6
0239,ABC And Me Kindergarten Ltd.,1481,ABC Kindergarten,Calgary,T2A0G4
3050,The Medicine Hat School Division,1527,REAL McMan,Medicine Hat,T1A0B4
4160,The Fort McMurray Roman Catholic Separate School Division,1564,Holy Trinity High School,Fort McMurray,T9K0W8
0225,Philippine Cultural Center Foundation (Calgary),1440,Filipino Language and Cultural School of Calgary,Calgary,T3J3Z5
1070,The Peace River School Division,1506,Hawk Hills School,,
1070,The Peace River School Division,1512,T A Norris Middle School,Peace River,T8S1R6
0242,Kids and Company Kindergarten Society,1531,Kids and Company,Calgary,T2P4R5
0194,I'm For Kids Team Ltd.,1534,Tiny Town Schoolhouse,Calgary,T2Z2V6
0021,The Holy Family Catholic Separate School Division,1571,St. Charles School,Nampa,T0H2R0
1220,The High Prairie School Division,1605,Girouxville School,Girouxville,T0H1S0
2245,The Black Gold School Division,1766,Ecole Dansereau Meadows School,Beaumont,T4X0X1
0094,Nunavut - Department of Education,1775,Arctic College (Cambridge Bay),Iqaluit,X0A0H0
9006,The Northern Alberta Institute of Technology,1796,Fairview College - Northern Region (GED),High Level,T0H1Z0
4160,The Fort McMurray Roman Catholic Separate School Division,1894,St. Anne School,Fort McMurray,T9K1V1
9240,Northern Lakes College,1901,Northern Lakes College (Western Region),Peace River,T8S1Z3
0297,Okotoks Children's Montessori Academy,1905,Okotoks Children's Montessori Academy,Okotoks,T1S1A6
0299,New Kanata Academy,1910,New Kanata Academy,Calgary,T3E6K6
0302,Horizon Academy Institute,1913,Horizon Heritage Arabic School,Calgary,T2J4H9
9909,ABC Head Start Society,1945,ABC Head Start Society  - Mee-Yah-Noh,,
0047,The Living Waters Catholic Separate School Division,2024,Vanier Community Catholic School,Edson,T7E0A3
1085,Grande Yellowhead Public School Division,2025,Roche Miette,Hinton,T7V2G1
0324,Fair Enterprise Ltd.,2058,Delia School of Canada (Kowloon East),Hong Kong,
4481,The Holy Spirit Roman Catholic Separate School Division,2062,St. Teresa of Calcutta School,Lethbridge,T1H5R4
3030,The Calgary School Division,2070,Dr. Martha Cohen School,Calgary,T2Z0V1
9000,Other Schools,2095,Yellowhead R.E.C. (Gr Cache),Grande Cache,T0E0Y0
3030,The Calgary School Division,2146,Ron Southern School,Calgary,T2X2E2
3240,The Grande Prairie Public School Division,2148,Roy Bickell Public School,Grande Prairie,T8V8L6
1190,The Rocky View School Division,2152,Fireside School,Cochrane,T4C2L8
4010,The Calgary Roman Catholic Separate School Division,2160,Holy Child School,Calgary,T2X0K4
3020,The Edmonton School Division,2172,Soraya Hafez School,Edmonton,T5Y3N3
2305,The Parkland School Division,2181,Copperhaven School,Spruce Grove,T7X0Y6
2305,The Parkland School Division,2206,Keephills School,Duffield,T0E0N0
2305,The Parkland School Division,2227,Blueberry School,Stony Plain,T7Z1Y6
2305,The Parkland School Division,2235,Connections for Learning,Spruce Grove,T7X2Y5
1180,The Foothills School Division,2250,Meadow Ridge School,Okotoks,T1S5T6
9934,Marlborough Day Nursery ECS Limited,2262,Marlborough Day Nursery ECS Ltd. West Henday Campus,Calgary,T2C2X5
0195,The Prairie Rose School Division,2263,Prairie Mennonite Alternative School,Medicine Hat,T1A3X1
0314,North Point School for Boys,2318,North Point School for Boys,Calgary,T2T0W3
0362,Spanish Montessori Society,2332,Spanish Montessori School,Lethbridge,T1J0J7
1045,The Horizon School Division,2333,Taber Christian High School,Taber,T1G0G4
0374,Creekside Creative Academy,2366,Creekside Creative Academy,Red Deer,T4R2P7
0375,Meadows Christian Education Society,2367,Meadows Christian Academy,Edmonton,T6T1J1
3050,The Medicine Hat School Division,2389,The Hub: Online Community School,Medicine Hat,T1B1E8
2195,The Elk Island School Division,2399,Salisbury STEPS Junior/Senior High school,Sherwood Park,T8A4Y1
0389,Drumheller Community Learning Society,2400,Drumheller Learning Centre,,
0398,Strathmore Municipal Library,2432,Strathmore Municipal Library,,
0023,Third Academy International Ltd.,2472,LYNX East,Bragg Creek,T0L0K0
2125,The Board of Trustees of Aspen View Public Schools,2602,Landing Trail Intermediate School,Athabasca,T9S1L3
1245,The Northern Lights School Division,2901,Ardmore School,Ardmore,T0A0B0
2245,The Black Gold School Division,3235,John Maland High School,Devon,T9G1A4
2195,The Elk Island School Division,3301,Ardrossan Junior Senior High School,Ardrossan,T8E2M8
2195,The Elk Island School Division,3333,Glen Allan Elementary School,Sherwood Park,T8A2V9
2195,The Elk Island School Division,3334,Wes Hosford School,Sherwood Park,T8A3R5
2195,The Elk Island School Division,3338,Homebound Classes School,,
1155,Buffalo Trail Public Schools,3602,Delnorte School,Innisfree,T0B2G0
2195,The Elk Island School Division,3613,Queen Elizabeth Elementary,Vegreville,T9C1S6
1155,Buffalo Trail Public Schools,3616,Creighton Colony School,Mannville,T0B2W0
1155,Buffalo Trail Public Schools,3806,Kitscoty Junior Senior High School,Kitscoty,T0B2P0
9157,Lakeland Church of God in Christ,3892,Lakeland Country School,Dewberry,T0B1G0
1325,The Wild Rose School Division,4111,Kootenay School,Rocky Mountain House,T4T1N6
0053,The Chinook's Edge School Division,4420,Sundre Learning Centre,Sundre,T0M1X0
0053,The Chinook's Edge School Division,4421,Innisfail Career High School,Innisfail,T4G1A8
3070,The Red Deer School Division,4456,Venture Middle School Program,Red Deer,T4N6A6
0019,The Red Deer Catholic Separate School Division,4474,Sacred Heart School,Red Deer,T4N0Y6
0019,The Red Deer Catholic Separate School Division,4477,St. Elizabeth Seton School,Red Deer,T4R1V5
2285,The Battle River School Division,4504,Battle River Alternative Centre For Education (BRACE),Camrose,T4V0K4
0046,The Elk Island Catholic Separate School Division,4570,Our Lady of Mount Pleasant Catholic School,Camrose,T4V2M3
2285,The Battle River School Division,4706,Heisler School,Heisler,T0B2A0
2285,The Battle River School Division,4713,Southbend Colony School,Camrose,T4V0L3
0164,Calgary Chinese Alliance School Society,5001,Calgary Chinese Alliance School,Calgary,T3K2E2
0053,The Chinook's Edge School Division,5101,Hugh Sutherland School,Carstairs,T0M0N0
0053,The Chinook's Edge School Division,5193,Olds Koinonia Christian School,Olds,T4H1P7
9217,Bow Valley College,5199,Bow Valley College - Airdrie Campus,Calgary,T2G4V1
1190,The Rocky View School Division,5204,Chestermere Lake Middle School,Chestermere,T1X1J8
1190,The Rocky View School Division,5209,Cochrane High School,Cochrane,T4C1Y6
0195,The Prairie Rose School Division,2264,Baker Colony School,Foremost,T0K0X0
9018,St. Matthew Evangelical Lutheran Church of Stony Plain, Alberta,2290,St. Matthew Lutheran Christian Academy,Stony Plain,T7Z1R8
4330,The East Central Alberta Catholic Separate School Division,2279,Midpark Writing Centre,Calgary,T2X3C8
3020,The Edmonton School Division,2433,Joey Moss School,Edmonton,T6W1A5
4077,The Greater St. Albert Roman Catholic Separate School Division,2571,Notre Dame Elementary School,Morinville,T8R1M1
2125,The Board of Trustees of Aspen View Public Schools,2601,Edwin Parr Composite Community School,Athabasca,T9S0A3
1245,The Northern Lights School Division,2908,Iron River School,Iron River,T0A2A0
2245,The Black Gold School Division,3205,Buck Creek School,,
2245,The Black Gold School Division,3209,Leduc Continuing Education,Leduc,T9E2X3
2245,The Black Gold School Division,3223,Thorsby Elementary School,Thorsby,T0C2P0
2245,The Black Gold School Division,3226,Warburg School,Warburg,T0C2T0
2195,The Elk Island School Division,3304,Uncas Elementary School,Ardrossan,T8G2G2
2195,The Elk Island School Division,3409,Bruderheim Community School,Bruderheim,T0B0S0
1155,Buffalo Trail Public Schools,3815,J. R. Robson School,Vermilion,T9X1G5
3170,Lloydminster Public School Division,3848,Bishop Lloyd,Lloydminster,T9V1W1
1325,The Wild Rose School Division,4105,West Central High School,Rocky Mountain House,T4T1W7
0340,Maskwacis Education Schools Commission,4288,Maskwac�s Cree High School,Maskwacis,T0C1N0
9066,Red Deer Polytechnic,4295,Red Deer College (Hobbema),Wetaskiwin,T9A2A2
0053,The Chinook's Edge School Division,4408,Pine Hill Colony School,Innisfail,T4G1W4
0053,The Chinook's Edge School Division,4409,River Glen School,Red Deer,T4N2M9
0053,The Chinook's Edge School Division,4410,Spruce View School,Spruce View,T0M1V0
3070,The Red Deer School Division,4454,Westpark Middle School,Red Deer,T4N4N1
9230,Rundle College Society,5002,Rundle Studio,Calgary,T3H3W5
9411,Academic Excellence Inc.,5005,Academic Excellence,Calgary,T2P3N8
1190,The Rocky View School Division,5202,Ecole Airdrie Middle School,Airdrie,T4B2K5
1190,The Rocky View School Division,5223,Springbank Community High School,Calgary,T3Z2L9
1190,The Rocky View School Division,5227,Muriel Clayton E School French Immersion ECS,,
1190,The Rocky View School Division,5230,A. E. Bowers Elementary School,Airdrie,T4B1T3
3065,The Canadian Rockies School Division,5236,Banff Elementary School,Banff,T1L1K1
3065,The Canadian Rockies School Division,5237,Canmore Elementary School,Canmore,T0L0M0
9334,Banff Mtn Ski Academy Society,5295,Banff Mountain Academy,Banff,T1L1A5
9217,Bow Valley College,5298,Bow Valley College - High School Extension,Calgary,T2G4V1
1180,The Foothills School Division,5303,Percy Pegler Elementary School,Okotoks,T1S2B1
1180,The Foothills School Division,5306,High River Colony School,High River,T1V1M3
1180,The Foothills School Division,5310,Oilfields High School,Black Diamond,T0L0H0
1180,The Foothills School Division,5323,Alberta High School of Fine Arts,Okotoks,T1S2A7
9217,Bow Valley College,5350,Bow Valley College (Outreach),Calgary,T2G4V1
4208,The Christ the Redeemer Catholic Separate School Division,5374,Holy Family Academy,Brooks,T1R0Z1
9352,Edison School Society,5393,Edison School,Okotoks,T1S1A2
1190,The Rocky View School Division,5397,Prince of Peace Lutheran School,Calgary,T1X1E1
2020,County of Vulcan #2,5402,Brant School,,
2255,The Palliser School Division,5403,Carmangay School,Carmangay,T0L0N0
9801,Alexandra Children's Cen So,0102,Alexandra Children's Centre,,
9844,Breakaway ECS (Buff.) Assoc,0154,Buffalo Community Hall,Empress,T0J1E0
9375,The Heartland Agency,0285,The Heartland Agency,Calgary,T2W6E4
9393,Mary Sunshine ECS Association,0295,Mary Sunshine ECS Association,Cochrane,T0L0W0
0088,Dehcho Divisional Education Council,0353,Charles Tetcho School,Trout Lake,X0E1Z0
9272,Unlimited Potential Community Services Society,0577,Columbus Academy,Edmonton,T5S1K9
9510,West Central Pre-School Soc,0613,Hythe Elementary School ECS,,
9535,Emmaus Lutheran Church,0673,Emmaus Lutheran Church ECS,,
9551,Pigeon Lake Regional Early Childhood Services Advisory,0689,Pigeon Lake Early Childhood Services,Falun,T0C1H0
9601,Lacombe ECS,0695,Trinity Lutheran Church ECS,,
9594,Aspen/Dawe ECS Society,0742,Fairview United Church ECS,,
9609,Rimbey ECS Center,0762,Rimbey Community Centre,Rimbey,T0C2J0
9623,Airdrie Kindergarten Assoc,0785,Edwards Elementary School Portable ECS,,
9639,Carstairs ECS,0803,Knox Presbyterian Church,,
9652,Family Life Ed Council,0819,Acadia O N C,,
9715,Pincher Creek & Dist EC Pgm,0908,Livingstone School Portable,,
9652,Family Life Ed Council,0943,Bowmont O N C,,
9510,West Central Pre-School Soc,0962,Teepee Creek ECS Portable,,
0128,Department of Communication Sciences and Disorders,1032,Corbett Hall Early Education Program,Edmonton,T6G2G4
0136,Excel Kindergarten Ltd.,1047,Excel Kindergarten - South Calgary,Calgary,T2K3T4
1045,The Horizon School Division,1100,Armada Colony School,Taber,T1G1Z9
1155,Buffalo Trail Public Schools,1159,Provost Outreach School,Provost,T0B3S0
0177,The Peace Wapiti School Division,1209,Crooked Creek Colony School,Crooked Creek,T0H0Y0
