COURSE_COSE,COURSE_ENGLISH_FULL_NAME,COURSE_ENGLISH_SHORT_NAME,COURSE_FRENCH_FULL_NAME,COURSE_FRENCH_SHORT_NAME
LDC1558,Punjabi Language and Culture  6Y 15,Punjabi Language & Cul  6Y 15,Langue et culture punjabies  6Y 15,Langue cul. punjabies  6Y 15
LDC3129,Religious Studies Book of Mormon Part A 35,RS Book of Mormon Part A 35,Études religieuses Livre de Mormon partie A 35,Étud rel. Livre de Mormon A 35
LDC3174,Hebrew Language Arts 35,Hebrew Language Arts 35,Langue hébra?que 35,Langue hébra?que 35
LDC3495,Hungarian Language and Culture  3Y 35,Hungarian Lang & Cul  3Y 35,Langue et culture hongroises  3Y 35,Langue cul. hongroises  3Y 35
LDC3557,Gujarati Language and Culture  3Y 35,Gujarati Lang and Cul  3Y 35,Langue et culture gujaraties  3Y 35,Langue cul. gujaraties  3Y 35
LDC3556,American Sign Language and Deaf Culture 9Y 35,Am Sign Lang & Cul 9Y 35,Langue des signes américaine et culture des sourds  9Y 35,Langue des signes amér.  9Y 35
PSI3216,Introduction to Canadian Law,Introduction to Canadian Law,Introduction au droit canadien,Intro. aux droits canadiens
LDC3562,Sikh Culture and Punjabi Language 12Y 35,Sikh Cul & Punjabi Lang 12Y 35,Culture sikhe et langue punjabie 12Y 35,Cul sikhe lang punjabie 12Y 35
PSI3252,Early Childcare: Literacy,Early Childcare: Literacy,Petite enfance : littératie,Petite enfance : littératie
PSI3246,Network Protocols and Security,Network Protocols and Security,Sécurité et protocoles de réseaux,Sécurité/protocoles de réseaux
SPN1345,Spanish Language and Culture  3Y 10,Spanish Language & Cul  3Y 10,Langue et culture Spanish  3Y 10,Langue et cul. Spanish  3Y 10
EXT1016,Red Cross Water Safety Instructor 10,Water Safety Instructor 10,Rouge Natation Le cours de moniteur de sécurité aquatique 10,Moniteur de sécurité aqua. 10
PSI3002,Introduction to Cinema Studies,Introduction to Cinema Studies,Introduction aux études cinématographiques,Introduction cinématographie
LDC3167,Religious Studies The Old Testament Part A 35,RS The Old Testament Part A 35,Études religieuses Ancien Testament Partie A 35,Étud rel Ancien Testament A 35
PSI3238,The Canadian Legal System,The Canadian Legal System,Le système judiciaire canadien,Le système judiciaire canadien
PSI3094,Foundations of Design,Foundations of Design,Fondements du design,Fondements du design
KAE2783,Science 20-4,Science 20-4,Sciences 20-4,Sciences 20-4
LDC1799,Sculpting 15,Sculpting 15,Sculpture 15,Sculpture 15
PSI3186,Veterinary Terminology and Animal Systems,Vet Term & Animal Systems,La terminologie de la médecine vétérinaire et des systèmes animaux,Termin méd vétéri et syst anim
ABA3445,ABA Practicum C,ABA Practicum C,ABA - Cours pratique C,ABA - Cours pratique C
ABA3440,ABA Practicum B,ABA Practicum B,ABA - Cours pratique B,ABA - Cours pratique B
BUS3565,Typewriting 30,Typewriting 30,Dactylographie 30,Dactylographie 30
CJS3410,Policy Services & Trends,Police Services & Trends,Services de police - Tendances,Services de police-Tendances
CKA3400,Kitchen Orientation,Kitchen Orientation,Formation en cuisine,Formation en cuisine
CJS3510,CJS Practice 3,CJS Practice 3,CJS - Cours pratique 3,CJS - Cours pratique 3
CKA3510,Meat Cookery 2,Meat Cookery 2,Cuisson des viandes 2,Cuisson des viandes 2
COM1020,Media & You,Media & You,Les medias et toi,Les medias et toi
COM2055,Web Design 2,Web Design 2,Conception Web 2,Conception Web 2
COM3055,Rich Media - Basics,Rich Media - Basics,Médias enrichis,Medias enrichis
COM3050,Photojournalism,Photojournalism,Photojournalisme,Photojournalisme
CON1910,CON Project A,CON Project A,CON - Projet A,CON - Projet A
CON2080,Plumbing Systems,Plumbing Systems,Installations de plomberie,Installations/plomberie
COS3270,Creative Cosmetology,Creative Cosmetology,Soins esthet. creativite,Soins esthet. creativite
CRA3437,Foundation Theory,Foundation Theory,Fondations - Théorie,Fondations - Théorie
CRA3430,Construction Machines, Tools & Equipment,Con Machines &Tools,Machines et outils de construction,Machines/outils const.
CRA3462,Math Concepts,Math Concepts,Concepts mathématiques,Concepts mathématiques
CRA3457,Drawing Principles,Drawing Principles,Principes du dessin,Principes du dessin
CRA3452,Sketching & Drawings,Sketching & Drawings,Esquisses et dessins,Esquisses et dessins
CSE1210,Client-side Scripting 1,Client-side Scripting1,Script côté client 1,Script cote client 1
CSE1110,Structured Programming 1,StructuredProgramming1,Programmation structurée 1,Programmation struct.1
CSE2140,Second Language Programming 1,2nd Lang Programming 1,Programmation langue seconde 1,Prog. langue seconde 1
CSE3340,Dynamic Data Structures 3,DynamicDataStructures3,Structures dynamiques de données 3,Struct. dyn. donnees 3
CSE3240,Robotics Programming 3,Robotics Programming 3,Programmation en robotique 3,Prog. en robotique3
CTA3455,CTA Practicum B,CTA Practicum B,CTA - Cours pratique B,CTA - Cours pratique B
CTS3072,Computer Science 3,Computer Science 3,Informatique 3,Informatique 3
CTS4517,Cosmetology 1G,Cosmetology 1G,Soins esthetiques 1G,Soins esthetiques 1G
CTS4574,Career Transitions 1B,Career Transitions 1B,Changement de carriere 1B,Changement de carriere 1B
CTS4671,Fabrication Studies 1E,Fabrication Studies 1E,Etudes fabrication 1E,Etudes fabrication 1E
CTS4670,Electro-Technologies 1K,Electro-Technologies 1K,Electrotechnologies 1K,Electrotechnologies 1K
CTS4707,Agriculture 1G,Agriculture 1G,Agriculture 1G,Agriculture 1G
CTS4733,Wildlife 1A,Wildlife 1A,Faune 1A,Faune 1A
CTS5503,Career & Tech Studies 2A,Career & Tech Studies 2A,Et. prof. et tech. 2A,Et. prof. et tech. 2A
CTS5619,Information Processing 2J,Information Processing 2J,Traitement de l'info. 2J,Traitement de l'info. 2J
CTS5689,Mechanics 2J,Mechanics 2J,Mecanique 2J,Mecanique 2J
CTS5722,Forestry 2F,Forestry 2F,Foresterie 2F,Foresterie 2F
CTS5721,Forestry 2E,Forestry 2E,Foresterie 2E,Foresterie 2E
CTS5719,Energy and Mines 2J,Energy and Mines 2J,Energie et mines 2J,Energie et mines 2J
CTS5726,Forestry 2D,Forestry 2D,Foresterie 2D,Foresterie 2D
CTS5756,Logistics 2B,Logistics 2B,Logistique 2B,Logistique 2B
CTS6511,Cosmetology 3E,Cosmetology 3E,Soins esthetiques 3E,Soins esthetiques 3E
CTS6508,Career & Tech Studies 3H,Career & Tech Studies 3H,Et. prof. et tech. 3H,Et. prof. et tech. 3H
CTS6504,Career & Tech Studies 3B,Career & Tech Studies 3B,Et. prof. et tech. 3B,Et. prof. et tech. 3B
CTS6520,Cosmetology 3K,Cosmetology 3K,Soins esthetiques 3K,Soins esthetiques 3K
CTS6537,Foods 3G,Foods 3G,Alimentation 3G,Alimentation 3G
CTS6536,Foods 3D,Foods 3D,Alimentation 3D,Alimentation 3D
CTS6547,Community Health 3G,Community Health 3G,Sante communautaire 3G,Sante communautaire 3G
CTS6545,Community Health 3C,Community Health 3C,Sante communautaire 3C,Sante communautaire 3C
CTS6615,Information Processing 3C,Information Processing 3C,Traitement de l'info. 3C,Traitement de l'info. 3C
CTS6618,Information Processing 3H,Information Processing 3H,Traitement de l'info. 3H,Traitement de l'info. 3H
CTS6733,Wildlife 3A,Wildlife 3A,Faune 3A,Faune 3A
DES2030,CAD Applications,CAD Applications,Utilisations de la CAO,Utilisations de la CAO
DES3150,Technical Draw Studio 2,Technical Draw Studio 2,Dessin techn. - Studio 2,Dessin techn. - Studio 2
DES3125,Interior Design,Interior Design,Design d'intérieur,Design d'interieur
DES3180,The Design Profession,The Design Profession,Carriere en design,Carriere en design
ELA2100,English 20,English 20,Anglais 20,Anglais 20
ELA2105,English Language Arts 20-1,English Lang Arts 20-1,English Language Arts 20-1,English Lang Arts 20-1
ELT3030,Power Systems & Services,Power Systems & Services,Réseaux/services électriques,Reseaux/servic. electriq.
ELT2910,ELT Project B,ELT Project B,ELT - Projet B,ELT - Projet B
ELT2330,OSI Model (Open System),OSI Model (Open System),Modèle OSI (système ouvert),Modèle OSI (système ouvert)
ELT3340,Internet Processes,Internet Processes,Processus Internet,Processus Internet
ELT3310,Network Operating Systems,Network Operating Systems,Systèmes d’exploitation de réseau,Systèmes exploitation réseau
ELT3250,Network Management 3,Network Management 3,Gestion des réseaux 3,Gestion des réseaux 3
ENS2220,Energy Conservation Principles,Enrgy Consrv Principle,Principe de conservation d'énergie,Princ-conservat energie
ENT1010,Challenge & Opportunity,Challenge & Opportunity,Défis et possibilitiés,Defis et possibilites
ENS3920,ENS Project E,ENS Project E,ENS - Projet E,ENS - Projet E
ENS3120,Water Management 2,Water Management 2,Gestion des eaux 2,Gestion des eaux 2
EST3105,Nail Enhancement - Client Services,Nail Enhance-Clnt Serv,Pose d'ongles - Service à la clientèle,Pose ongle-Serv client
FAS2070,Creative Construction,Creative Construction,Assemblage d'un vetement,Assemblage d'un vetement
FAS2170,Digital Embroidery Tools 2,Digital Embroid Tools 2,Outils de broderie numérique 2,Outils broderie num 2
FIN3030,Capital Accounting,Capital Accounting,Comptabilité de compte capital,Compt. compte capital
FNA2405,Art 21,Art 21,Arts visuels 21,Arts visuels 21
FNA3405,Art 31,Art 31,Arts visuels 31,Arts visuels 31
FNA2420,Choral Music 20,Choral Music 20,Musique chorale 20,Musique chorale 20
FOD2100,Basic Meat Cookery,Basic Meat Cookery,Préparation et cuisson de viandes,Prep./cuisson viandes
FRE2302,French 20S (6 Year),French 20S (6 Year),French 20S,French 20S
FRA3314,Français 30-2,Français 30-2,Français 30-2,Francais 30-2
HEC3601,Clothing & Textiles 30,Clothing & Textiles 30,Vetements et text. 30,Vetements et text. 30
HEA3900,HEA Safety,HEA Safety,HEA - Securite stage,HEA - Securite stage
HES1060,Respiratory System,Respiratory System,Sys respiratoire,Sys respiratoire
HES1120,Interpersonal Relation,Interpersonal Relation,Relations interpers,Relations interpers
HES3220,Fit Leaders/OlderAdult,Fit Leaders/OlderAdult,Leader entr ainés,Leadeur entr. aines
HSA3411,Head Anatomy and Physiology,Head Anatomy & Physiology,Anatomie et physiologie de la tête,Anatomie physiologie de tête
HSA3460,Haircutting 3 - Advanced Techniques,Haircutting 3-Adv Tech,Coupe de cheveux 3 - Techniques avancées,Coupe cheveux 3-Avan
HSS3010,Professional Standards & Ethics,Prof Standards & Ethic,Éthique et normes professionnelles,Ethique normes prof
IED2951,Piping 22C,Piping 22C,Plomberie 22C,Plomberie 22C
IED3742,Industrial Education 30D,Industrial Education 30D,Arts industriels 30D,Arts industriels 30D
IED3737,Visual Communication 32A,Visual Communication 32A,Communic. Visuelle 32A,Communic. Visuelle 32A
IED3728,Industrial Education 30B,Industrial Education 30B,Arts industriels 30B,Arts industriels 30B
INA3450,Blueprints,Blueprints,Plans détaillés,Plans detailles
INF1910,INF Project A,INF Project A,INF - Projet A,INF - Projet A
INF3060,Word Processing 3,Word Processing 3,Traitement de texte 3,Traitement de texte 3
INF3130,Multimedia Authoring 2,Multimedia Authoring 2,Systeme auteur 2,Systeme auteur 2
IOP1603,Esthetology 16,Esthetology 16,Esthesiologie 16,Esthesiologie 16
IOP1408,Technical Arts 16,Technical Arts 16,Arts techniques 16,Arts techniques 16
IOP1839,Building Construction 16,Building Construction 16,Constr. d'imm. 16,Constr. d'imm. 16
IOP2331,Français 26,Français 26,Français 26,Francais 26
IOP3632,Commercial Food Prep 36,Commercial Food Prep 36,Prep. commerc. alim. 36,Prep. commerc. alim. 36
JRH8103,Français 8,Français 8,Français 8,Francais 8
KAE1570,Art/Design 10-4,Art/Design 10-4,Art/Design 10-4,Art/Design 10-4
LDC1609,Television Technicial 15,Television Technicial 15,Tech. de tele. 15,Tech. de tele. 15
LDC1682,Cook 15,Cook 15,Cuisinier 15,Cuisinier 15
LDC1841,Building Subtrades 15,Building Subtrades 15,Metiers/construction 15,Metiers/construction 15
LDC1828,Automotives 15,Automotives 15,Mecanique 15,Mecanique 15
LDC1900,Forestry 15,Forestry 15,Foresterie 15,Foresterie 15
LDC1856,Commercial Sewing 15,Commercial Sewing 15,Couture comm. 15,Couture comm. 15
LDC2202,Geometry 25,Geometry 25,Géométrie 25,Géométrie 25
LDC2271,Environment Studies 25,Environment Studies 25,Études de l'environnement 25,Étud enviro 25
LDC2268,Coach & Lead 25,Coach & Lead 25,Encadrer et mener 25,Encad et mener 25
LDC2324,Swedish Studies 25,Swedish Studies 25,Etudes suedoises 25,Etudes suedoises 25
LDC2274,Rock and Pop 25,Rock and Pop 25,Musique rock et pop 25,Musi rock et pop 25
LDC2323,Italian 25,Italian 25,Italien 25,Italien 25
LDC2423,Woodwind Ensembles 25,Woodwind Ensembles 25,Ensembles des bois 25,Ensemb bois 25
LDC2419,Brass Ensembles 25,Brass Ensembles 25,Ensembles des cuivres 25,Ensemb cuivres 25
LDC2455,Outdoor Living 25,Outdoor Living 25,Vie en plein air 25,Vie en plein air 25
LDC2964,Sewing & Design 25,Sewing & Design 25,Couture et design 25,Couture et design 25
LDC3068,Networking Technologies 35,Networking Technologies 35,Technologies de mise en réseau 35,Techn mise en rés 35
LDC3076,History of Cinema 35,History of Cinema 35,Histoire du cinéma 35,Hist cinéma 35
LDC3135,Français (IB) 35,Français (IB) 35,Français (IB) 35,Francais (IB) 35
LDC3126,TEAM Lead 35,TEAM Lead 35,Direction par TEAM 35,Direct par TEAM 35
LDC3475,Tap Dance 35,Tap Dance 35,Danse à claquettes 35,Danse à claq 35
LGA3461,Soilless Growing Media,Soilless Growing Media,Mélanges de culture sans sol,Mélanges de culture sans sol
LGA3455,Greenhouse System,Greenhouse System,Le système serricole,Le systeme serricole
LGS2920,LGS Project C,LGS Project C,LGS - Projet  C,LGS - Projet C
LGS3950,LGS Advanced Practicum,LGS Advanced Practicum,Stage avancé LGS,Stage avance LGS
LOG2920,LOG Project C,LOG Project C,LOG - Projet C,LOG - Projet C
MEC2200,Refinishing 1,Refinishing 1,Remise à neuf 1,Remise a neuf 1
MEC3220,Glass Replacement,Glass Replacement,Démonter/poser des vitres,Demonter/poser vitres
NET3030,Microprocessors,Microprocessors,Microprocesseurs,Interface microproces.
OFF4691,Trans People & Goods 1E,Trans People & Goods 1E,Trans. pers./march. 1E,Trans. pers./march. 1E
NET3910,NET Project D,NET Project D,NET - Projet D,NET - Projet D
NET3100,Network Media & Devices, Security,Network Security,Médias et appareils de sécurité de réseau,Securite de reseau
NET3080,Internet Processes,Internet Processes,Processus Internet,Processus Internet
PAR1630,Home Economics 12,Home Economics 12,Arts menagers 12,Arts menagers 12
PAR1625,Home Economics 11,Home Economics 11,Arts menagers 11,Arts menagers 11
PAR3755,Woodwork 30,Woodwork 30,Travail du bois 10,Travail du bois 10
PED2440,Physical Ed 10A,Physical Ed 10A,Education physique 10A,Education physique 10A
PED1415,Health & P D 10,Health & P D 10,Hyg. et dev. pers. 10,Hyg. et dev. pers. 10
PED8160,Guidance 8,Guidance 8,Orientation 8,Orientation 8
PEN3033,Lubrication and Bearings,Lubrication and Bearings,Lubrification et roulements,Lubrification et roulements
PEN3605,PEN Practicum A,PEN Practicum A,PEN - Cours pratique A,PEN - Cours pratique A
PEN4040,Boiler Operation,Boiler Operation,Opération de chaudière,Opération de chaudière
PEN4030,Boiler Construction,Boiler Construction,Construction de chaudière,Construction de chaudière
PEN4025,Materials & Welding,Materials & Welding,Matériel de soudage ,Matériel de soudage
PEN5025,Boiler Operation,Boiler Operation,Opération de chaudière,Opération de chaudière
PLA3451,Sketching and Drawing,Sketching & Drawing,Esquisse et dessin,Esquisse et dessin
PLA3446,Brazing and Soldering,Brazing & Soldering,Brasage et soudage,Brasage et soudage
PLA3460,Gas Theory,Gas Theory,Gaz - Theorie,Gaz - Theorie
SCN3034,Biology 30 Pilot (Fr),Biology 30 Pilot (Fr),Biologie 30 - pilote,Biologie 30 - pilote
SCN3230,Biology 30,Biology 30,Biologie 30,Biologie 30
SCN3291,Science 36,Science 36,Sciences 36,Sciences 36
SSN2181,Origins of Western Philosophy 20,Origins West Phil 20,Orig. philo. occid. 20,Orig. philo. occid. 20
SSN2177,Sociological Institutions 20,Sociological Instit 20,Institutions sociales 20,Institutions sociales 20
SSN3154,Aboriginal Studies a 30,Aboriginal Studies 30,Études autochtones 30,Études autochtones 30
SST8540,Social Studies 8B,Social Studies 8B,Etudes sociales 8B,Etudes sociales 8B
SST3771,Social Studies 30-1,Social Studies 30-1,Etudes Sociales 30-1,Etudes sociales 30-1
SUM1006,Cosmetology Introductory,Cosmetology Intro.,Soins esthetiques intr.,Soins esthetiques intr.
SUM1004,Community Health Introductory,Community Health Intro.,Sante communautaire intr.,Sante communautaire intr.
SUM1001,Agriculture Introductory,Agriculture Intro.,Agriculture intr.,Agriculture intr.
SUM1019,Management & Marketing Introductory,Mgmt. & Marketing Intro.,Gest et marketing intr.,Gest et marketing intr.
SUM1017,Legal Studies Introductory,Legal Studies Intro.,Droit intro.,Droit intro.
SUM1033,Human & Social Services Introductory,Human&Social Intro,Services sociaux intro,Services sociaux intro
WDA3410,Oxyfuel Welding,Oxyfuel Welding,Soudage au gaz oxygéné,Soudage au gaz oxygene
WDA3401,Tools & Equipment,Tools & Equipment,Outils et matériaux,Outils et materiaux
WDA3400,Fab Orient & Safety,Fab Orient & Safety,Fab-Orient et sécurité,Fab-Orient et securite
WDA3430,Shielded Metal Arc 1,Shielded Metal Arc 1,Soud à l'arc électr enrobé 1,Soud a l'arc electr enrobe 1
LDC3081,Video 35,Video 35,Vidéo 35,Vidéo 35
LDC2208,Aeronautical Design 25,Aeronautical Design 25,Conception aéronautique 25,Conc aéronaut 25
SCN2796,Chemistry 20,Chemistry 20,Chimie 20,Chimie 20
PSI3107,Interpersonal Relations 1,Interpersonal Relations 1,Relations interpersonnelles I,Relations interpersonnelles I
PSI3140,Programming Fundamentals,Programming Fundamentals,Principes fondamentaux de la programmation,Princip fondam programmation
PSI3158,Certified Exposure Device Operator,Cert.Exposure Device Operator,Opérateur d'appareil d'exposition certifié,Opé. appareil d'expo. certifié
MWA3445,Numbers,Numbers,Calcul,Calcul
CCS3070,Supporting Persons with Disabilities 2,SptPrsns wDisabilities 2,Soutien aux personnes handicapées 2,Sout. pers. handicap.2
CJS3450,Ethical Dilemmas,Ethical Dilemmas,Dilemmes éthiques,Dilemmes éthiques
RAP3853,Hairstylist 35A,Hairstylist 35A,Coiffure  35A,Coiffure 35A
RAP3854,Hairstylist 35B,Hairstylist 35B,Coiffure  35B,Coiffure 35B
RAP4256,Elevator Constructor 15,Elevator Constructor 15,Constructeur d'ascenseurs 15,Constructeur d'ascenseurs 15
